animal_id,animal_subid,animal_area_pkid,animal_shelter_pkid,animal_place,animal_kind,animal_sex,animal_bodytype,animal_colour,animal_age,animal_sterilization,animal_bacterin,animal_foundplace,animal_title,animal_status,animal_remark,animal_caption,animal_opendate,animal_closeddate,animal_update,animal_createtime,shelter_name,album_file,album_update,cDate,shelter_address,shelter_tel
91123,LAABG108032826,17,76,高雄市燕巢動物保護關愛園區,狗,F,BIG,白色,ADULT,F,F,義寶里,,OPEN,,,2019-03-29,2999-12-31,2019/03/29,2019/03/28,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/1b8bfc7c-648d-48f2-ab97-fb9e28105803_org.JPG,,2019/03/29,高雄市燕巢區師大路100號,07-6051002
91122,LAABG108032825,17,76,高雄市燕巢動物保護關愛園區,狗,F,BIG,黑色,ADULT,F,F,寶山里,,OPEN,,,2019-03-29,2999-12-31,2019/03/29,2019/03/28,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/74cae14a-b121-4931-b08d-39effa92eac5_org.JPG,,2019/03/29,高雄市燕巢區師大路100號,07-6051002
82949,MAAAG1080130002,18,77,屏東縣公立犬貓中途之家,狗,M,MEDIUM,黃色,,T,F,屏東市和生路一段,,OPEN,,TNR待原放,2019-03-09,2999-12-31,2019/03/28,2019/01/29,屏東縣公立犬貓中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/6a6e0699-6a3a-47c7-b568-8813a69dfb6b._orgjpeg,,2019/03/28,屏東縣內埔鄉學府路1號(屏東科技大學內),0905981077
91117,AAAHG1080328021,3,58,新北市五股區公立動物之家,貓,N,MEDIUM,虎斑白色,,F,F,長安街,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市五股區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/717d6bc3-cb5e-45b1-9796-e0171c4ca179_org.jpg,,2019/03/28,新北市五股區外寮路9之9號,02-82925265
91116,AAAHG1080328020,3,58,新北市五股區公立動物之家,狗,N,MEDIUM,黃色,,T,F,後湖52之3號,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市五股區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/d8a4f207-b2de-40c8-96cc-44b0d8cab22f_org.jpg,,2019/03/28,新北市五股區外寮路9之9號,02-82925265
91115,AAAHG1080328019,3,58,新北市五股區公立動物之家,狗,N,MEDIUM,黑色,,T,F,後湖52之3號,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市五股區公立動物之家,,,2019/03/28,新北市五股區外寮路9之9號,02-82925265
91114,AAAHG1080328018,3,58,新北市五股區公立動物之家,狗,N,MEDIUM,黃色,,T,F,後湖52之3號,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市五股區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/2dd2b647-919d-4294-88ce-7fb832cfa970_org.jpg,,2019/03/28,新北市五股區外寮路9之9號,02-82925265
91110,LAAAG1080328A25-3,17,75,高雄市壽山動物保護教育園區,狗,F,MEDIUM,黑色,ADULT,F,F,土庫八街,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,高雄市壽山動物保護教育園區,,,2019/03/28,高雄市鼓山區萬壽路350號,07-5519059
91099,NAAAG1080328004,20,80,臺東縣動物收容中心,狗,M,MEDIUM,白色,,F,F,大武鄉,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,臺東縣動物收容中心,http://asms.coa.gov.tw/amlapp/upload/pic/2eaa9e98-aea4-4949-a064-f2bc84e16d7c_org.JPG,,2019/03/28,臺東縣臺東市中華路4段999巷600號,089-362011
91107,S080327-02,16,74,臺南市動物之家善化站,狗,F,SMALL,咖啡色,,F,F, ,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,,2999-12-31,2019/03/28,2019/03/27,臺南市動物之家善化站,,,2019/03/28,臺南市善化區東昌里東勢寮1~19號,06-5832399
91106,S080327-01,16,74,臺南市動物之家善化站,狗,M,MEDIUM,黑色,,F,F, ,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約,,2019-03-27,2999-12-31,2019/03/28,2019/03/27,臺南市動物之家善化站,,,2019/03/28,臺南市善化區東昌里東勢寮1~19號,06-5832399
91097,LAAAG1080328W4-1,17,75,高雄市壽山動物保護教育園區,狗,M,SMALL,黑色,CHILD,F,F,清水巖路,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,高雄市壽山動物保護教育園區,,,2019/03/28,高雄市鼓山區萬壽路350號,07-5519059
91090,NAAAG1080328003,20,80,臺東縣動物收容中心,狗,F,MEDIUM,黑棕色,,F,F,大武鄉,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,臺東縣動物收容中心,,,2019/03/28,臺東縣臺東市中華路4段999巷600號,089-362011
91082,NAAAG1080328002,20,80,臺東縣動物收容中心,狗,F,MEDIUM,白色,,F,F,大武鄉,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,臺東縣動物收容中心,,,2019/03/28,臺東縣臺東市中華路4段999巷600號,089-362011
91075,NAAAG1080328001,20,80,臺東縣動物收容中心,狗,F,MEDIUM,黃色,,F,F,大武鄉,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,臺東縣動物收容中心,,,2019/03/28,臺東縣臺東市中華路4段999巷600號,089-362011
91072,OAAAG1080328014,19,79,花蓮縣流浪犬中途之家,狗,M,SMALL,白色,ADULT,T,F,清水斷崖,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/26eada13-7462-4e0c-97ff-3429220143b2_org.JPG,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
91055,1080306,5,78,宜蘭縣流浪動物中途之家,狗,M,BIG,黃色,ADULT,F,F,頂埔路,,OPEN,,,2019-04-04,2999-12-31,2019/03/28,2019/03/28,宜蘭縣流浪動物中途之家,,,2019/03/28,宜蘭縣五結鄉成興村利寶路60號,039602350
91051,1080305,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,黑色,CHILD,F,F,大湖五路,,OPEN,,,2019-04-04,2999-12-31,2019/03/28,2019/03/28,宜蘭縣流浪動物中途之家,,,2019/03/28,宜蘭縣五結鄉成興村利寶路60號,039602350
91047,1080304,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,黑色,CHILD,F,F,大湖五路,,OPEN,,,2019-04-04,2999-12-31,2019/03/28,2019/03/28,宜蘭縣流浪動物中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/1f09698c-787d-4a5b-a3da-30564679bd10_org.jpg,,2019/03/28,宜蘭縣五結鄉成興村利寶路60號,039602350
91044,1080303,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,黑色,CHILD,F,F,大湖五路,,OPEN,,,2019-04-04,2999-12-31,2019/03/28,2019/03/28,宜蘭縣流浪動物中途之家,,,2019/03/28,宜蘭縣五結鄉成興村利寶路60號,039602350
91040,LAAAG1080328A25-1,17,75,高雄市壽山動物保護教育園區,狗,F,BIG,黑色,ADULT,F,F,溪洲二路,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,高雄市壽山動物保護教育園區,,,2019/03/28,高雄市鼓山區萬壽路350號,07-5519059
91034,AAACG1080328008,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,汐碇路380巷,,OPEN,, 流水號012147(個案),2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/e38fa63b-2632-409b-8cf9-fa4ff2d297f2_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
91032,AAACG1080328007,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黃色,,F,F,汐碇路380巷,,OPEN,,流水號012147(個案) ,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/73069055-fe73-43e3-9961-d975fecc49d3_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
90930,AAADG2019032804,3,50,新北市板橋區公立動物之家,狗,F,MEDIUM,黃色,,F,F,鶯歌區,,OPEN,,108/3/26-除蟲蚤.5x1.RV.900138001022528 ,2019-03-26,2999-12-31,2019/03/28,2019/03/28,新北市板橋區公立動物之家,,,2019/03/28,新北市板橋區板城路28-1號,02-89662158
27560,W061017-01,16,73,臺南市動物之家灣裡站,狗,M,MEDIUM,白色,CHILD,F,F,平實營區,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約單,,2018-02-27,2999-12-31,2019/03/28,2017/10/17,臺南市動物之家灣裡站,http://asms.coa.gov.tw/amlapp/upload/pic/631f1630-445e-475c-9e59-86f91be64538_org.JPG,,2019/03/28,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
27514,W060503-14,16,73,臺南市動物之家灣裡站,狗,F,SMALL,黑色,,T,F,體育場長青會館,,OPEN,本站動物皆採現場互動面談後評估能否認養 不接受系統上的預約單,,2018-07-18,2999-12-31,2019/03/28,2017/05/03,臺南市動物之家灣裡站,http://asms.coa.gov.tw/amlapp/upload/pic/2c518d58-6096-4aa8-96ce-5c1000668bdd_org.jpg,,2019/03/28,臺南市南區省躬里14鄰萬年路580巷92號,06-2964439
90928,AAADG2019032803,3,50,新北市板橋區公立動物之家,狗,N,MEDIUM,米色,,F,F,鶯歌區,,OPEN,,108/3/26-除蟲蚤.5x1.RV.900138001022552 ,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市板橋區公立動物之家,,,2019/03/28,新北市板橋區板城路28-1號,02-89662158
91027,AAACG1080328006,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,黑色,,F,F,汐碇路380巷,,OPEN,, 流水號012147(個案) ,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/6cba54ca-3681-4391-aa14-93eb2b882012_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
91022,AAACG1080328005,3,51,新北市新店區公立動物之家,狗,F,MEDIUM,虎斑色,,F,F,汐碇路380巷,,OPEN,,流水號012147(個案) ,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/4e5e3678-7ff4-4c63-8572-59768bc542f9_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
91017,AAACG1080328004,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,汐碇路380巷,,OPEN,,流水號012147(個案),2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,,,2019/03/28,新北市新店區安泰路235號,02-22159462
91013,AAACG1080328003,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,汐碇路380巷,,OPEN,,流水號012147(個案) ,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/3533842b-b45b-4c33-9f95-7253cde7b607_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
91008,AAACG1080328002,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,汐碇路380巷,,OPEN,,流水號012147(個案),2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/ec34ddec-8f6f-47d8-bc49-fc05adc45161_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
91004,AAACG1080328001,3,51,新北市新店區公立動物之家,狗,M,MEDIUM,黑色,,F,F,汐碇路380巷,,OPEN,,流水號012147(個案) ,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市新店區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/559956f3-ae64-48fa-8ac1-dc6a065007e2_org.jpg,,2019/03/28,新北市新店區安泰路235號,02-22159462
90992,OAAAG1080328013,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,黑色,CHILD,F,F,豐濱磯崎,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/6bcf8b8d-df2f-4d2d-9167-93910a416810_org.jpg,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
90991,OAAAG1080328012,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,黑色,CHILD,F,F,豐濱磯崎,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/272cd9a7-354e-4813-81a4-f38ce492bf34_org.jpg,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
90989,OAAAG1080328011,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,黑色,CHILD,F,F,豐濱磯崎,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/5293f6d5-b480-415c-b005-5034c1b09353_org.jpg,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
90948,AAAEG1080328005,3,53,新北市中和區公立動物之家,狗,F,MEDIUM,黑色,CHILD,F,F,外縣市,,OPEN,,1080328f043退回,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/bdc54a2b-7a05-4fd5-bb81-e7527bd76cfb_org.jpg,,2019/03/28,新北市中和區興南路三段100號,02-86685547
90988,OAAAG1080328010,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,黑色,CHILD,F,F,豐濱磯崎,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/00127536-044b-41a8-b883-9e82e2642cd8_org.jpg,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
90987,OAAAG1080328009,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,虎斑色,CHILD,F,F,豐濱磯崎,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/cff2eb63-e06d-4fd6-95b9-80cc4e8e89ec_org.jpg,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
90984,CAAAG1080328011,6,61,桃園市動物保護教育園區,狗,F,SMALL,黑色,,F,F,龍鳳里國豐一街,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/c12c744b-65f5-436d-bf15-c542908c7500_org.JPG,,2019/03/28,桃園市新屋區永興里大牛欄117號,03-4861760
90983,OAAAG1080328007,19,79,花蓮縣流浪犬中途之家,狗,M,MEDIUM,虎斑色,CHILD,F,F,豐濱磯崎,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,花蓮縣流浪犬中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/da6c8672-7659-4299-83bb-90f8c28e255b_org.jpg,,2019/03/28,花蓮縣吉安鄉南濱路1段599號,038-421452
90964,1080301,5,78,宜蘭縣流浪動物中途之家,貓,N,BIG,虎斑白色,ADULT,F,F,幸福路,,OPEN,,,2019-04-04,2999-12-31,2019/03/28,2019/03/28,宜蘭縣流浪動物中途之家,,,2019/03/28,宜蘭縣五結鄉成興村利寶路60號,039602350
90963,1080300,5,78,宜蘭縣流浪動物中途之家,貓,N,MEDIUM,虎斑色,ADULT,F,F,延平一路,,OPEN,,,2019-04-04,2999-12-31,2019/03/28,2019/03/28,宜蘭縣流浪動物中途之家,,,2019/03/28,宜蘭縣五結鄉成興村利寶路60號,039602350
90962,DAAAG1080328003,7,63,新竹縣動物收容所,狗,M,MEDIUM,黑黃色,,T,F,新豐鄉康樂路一段,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新竹縣動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/e98bc006-c5e6-4eca-a370-b02d757b5715_org.jpg,,2019/03/28,新竹縣竹北市縣政五街192號,03-5519548#407
87783,CAAAG1080310002,6,61,桃園市動物保護教育園區,狗,M,SMALL,黃白色,ADULT,F,F,中正東路二段５５８巷,,OPEN,,,2019-03-10,2999-12-31,2019/03/28,2019/03/10,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/b05c13a8-1fc4-494f-b440-ad998e82f2d9_org.JPG,,2019/03/28,桃園市新屋區永興里大牛欄117號,03-4861760
90941,LAABG108032712,17,76,高雄市燕巢動物保護關愛園區,狗,M,BIG,黑色,ADULT,F,F,旗南一路,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/27,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/23eec1c3-ce28-413f-8f14-98e073c87e93_org.JPG,,2019/03/28,高雄市燕巢區師大路100號,07-6051002
90552,GAAAG1080328002,11,69,彰化縣流浪狗中途之家,狗,M,SMALL,黑色,CHILD,F,F,社斗路一段,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,彰化縣流浪狗中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/222d8564-7d1c-4809-89bf-972e119987b4_org.jpg,,2019/03/28,彰化縣員林鎮大峰里阿寶巷426號,04-8590638
90551,GAAAG1080328001,11,69,彰化縣流浪狗中途之家,狗,M,SMALL,黑色,CHILD,F,F,社斗路一段,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/03/28,彰化縣流浪狗中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/222d8564-7d1c-4809-89bf-972e119987b4_org.jpg,,2019/03/28,彰化縣員林鎮大峰里阿寶巷426號,04-8590638
90906,AAAEG1080328003,3,53,新北市中和區公立動物之家,狗,F,MEDIUM,黃色,CHILD,F,F,中和區和城路一段271巷,,OPEN,,1080328f042,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/44e4dea5-c5a2-404c-8c84-870ac081cd55_org.jpg,,2019/03/28,新北市中和區興南路三段100號,02-86685547
90904,AAAEG1080328001,3,53,新北市中和區公立動物之家,狗,F,MEDIUM,黑色,CHILD,F,F,中和區和城路一段271巷,,OPEN,,1080328f040,2019-03-28,2999-12-31,2019/03/28,2019/03/28,新北市中和區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/f78fa300-dcc1-4bf5-8143-d9a4c58d71f0_org.jpg,,2019/03/28,新北市中和區興南路三段100號,02-86685547
85863,MAAAG1080221001,18,77,屏東縣公立犬貓中途之家,狗,M,SMALL,白色,ADULT,F,F,麟洛靈骨塔,,OPEN,,,2019-03-28,2999-12-31,2019/03/28,2019/02/20,屏東縣公立犬貓中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/bd3820f7-6bbc-4277-b4d0-df849331e19b._orgjpeg,,2019/03/28,屏東縣內埔鄉學府路1號(屏東科技大學內),0905981077
90894,MAAAG1080327009,18,77,屏東縣公立犬貓中途之家,貓,N,SMALL,虎斑色,,F,F,屏東市,,OPEN,,,2019-03-26,2999-12-31,2019/03/27,2019/03/27,屏東縣公立犬貓中途之家,http://asms.coa.gov.tw/amlapp/upload/pic/5b2a34eb-7b2e-406c-99de-ab7a9ce224d2_org.jpg,,2019/03/27,屏東縣內埔鄉學府路1號(屏東科技大學內),0905981077
90881,AAADG2019032702 ,3,50,新北市板橋區公立動物之家,貓,F,SMALL,黑白色,,F,F,文化路(新埔站5號出口涼亭),,OPEN,後癱 ,3/14入所 3/26打晶片 X-RAY:L1-2腰椎錯位，後癱 食慾正常 有點膽小 但可觸摸會撒嬌討飯,2019-03-27,2999-12-31,2019/03/27,2019/03/27,新北市板橋區公立動物之家,http://asms.coa.gov.tw/amlapp/upload/pic/ee67d130-5422-4b46-be02-84846d7f1bed_org.jpg,,2019/03/27,新北市板橋區板城路28-1號,02-89662158
28950,CAAAG1060606016,6,61,桃園市動物保護教育園區,狗,F,MEDIUM,黑色,,F,F,高鐵南路,,OPEN,,,2018-03-23,2999-12-31,2019/03/27,2017/06/06,桃園市動物保護教育園區,http://asms.coa.gov.tw/amlapp/upload/pic/726f90f6-c331-4f8f-8841-9593cee47ce9_org.JPG,,2019/03/27,桃園市新屋區永興里大牛欄117號,03-4861760
90883,PAAAG1080325043,21,83,澎湖縣流浪動物收容中心,狗,F,MEDIUM,黃色,,F,F,西文里97-65 福進汽車廠,,OPEN,,,2019-04-07,2999-12-31,2019/03/27,2019/03/25,澎湖縣流浪動物收容中心,,,2019/03/27,澎湖縣馬公市烏崁里260號,06-9213559
88623,108-E031D,13,89,雲林縣流浪動物收容所,狗,M,BIG,黑色,,T,F,林內鄉烏麻村,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/c9c8592c-6725-4c2e-a01f-3ece5bb3d52b_org.jpg,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
88621,108-C003D,13,89,雲林縣流浪動物收容所,狗,M,BIG,棕色,,T,F,斗南鎮南昌里,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/4eb5daf9-a427-437b-afe3-afa3e834b580_org.jpg,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
88619,108-C002D,13,89,雲林縣流浪動物收容所,狗,F,MEDIUM,黑色,,T,F,斗南鎮南昌里,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/128825c1-0ef2-4852-9315-f66ed52789d1_org.jpg,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
88618,108-C001D,13,89,雲林縣流浪動物收容所,狗,M,BIG,黃色,,T,F,斗南鎮南昌里,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/0af7c8c8-b283-4bbf-b656-a8b2793a7a9e_org.jpg,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
88617,108-B018D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,黑棕色,,T,F,雲林縣消防局,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/8aaacc70-a14c-4bcb-ad3c-4a270695e5b1_org.JPG,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
88616,108-B017D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,黑棕色,,T,F,雲林縣消防局,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/ef27a8ed-29e3-4816-83c6-8fa485dba9a2_org.JPG,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
88615,108-B016D,13,89,雲林縣流浪動物收容所,狗,F,SMALL,黑色,,T,F,雲林縣消防局,,OPEN,,,2019-03-15,2999-12-31,2019/03/27,2019/03/15,雲林縣流浪動物收容所,http://asms.coa.gov.tw/amlapp/upload/pic/c27135ef-2b91-492d-ac34-31a5d41b9109_org.JPG,,2019/03/27,雲林縣斗六市雲林路二段517號,05-5523300
90858,LAABG1080327011,17,76,高雄市燕巢動物保護關愛園區,狗,M,MEDIUM,黃色,CHILD,F,F,復興路,,OPEN,,,2019-03-27,2999-12-31,2019/03/27,2019/03/27,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/fb2e2735-f8a8-41a3-94b4-cc5e1552c48a_org.JPG,,2019/03/27,高雄市燕巢區師大路100號,07-6051002
90857,LAABG1080327010,17,76,高雄市燕巢動物保護關愛園區,狗,F,SMALL,黑色,CHILD,F,F,角宿路,,OPEN,,,2019-03-27,2999-12-31,2019/03/27,2019/03/27,高雄市燕巢動物保護關愛園區,,,2019/03/27,高雄市燕巢區師大路100號,07-6051002
90855,LAABG108032708,17,76,高雄市燕巢動物保護關愛園區,狗,F,SMALL,黑色,CHILD,F,F,大里街,,OPEN,,,2019-03-27,2999-12-31,2019/03/27,2019/03/27,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/984e3800-2f4d-4458-88f2-8a058558d30c_org.JPG,,2019/03/27,高雄市燕巢區師大路100號,07-6051002
90850,LAABG108032706,17,76,高雄市燕巢動物保護關愛園區,狗,M,SMALL,黑色,CHILD,F,F,大里街,,OPEN,,,2019-03-27,2999-12-31,2019/03/27,2019/03/27,高雄市燕巢動物保護關愛園區,http://asms.coa.gov.tw/amlapp/upload/pic/ac8a6493-17d0-4b13-b848-26a1af3f4605_org.JPG,,2019/03/27,高雄市燕巢區師大路100號,07-6051002
90843,1080297,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,黑色,CHILD,F,F,牛鬥,,OPEN,,,2019-04-03,2999-12-31,2019/03/27,2019/03/27,宜蘭縣流浪動物中途之家,,,2019/03/27,宜蘭縣五結鄉成興村利寶路60號,039602350
90841,1080296,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,黑色,CHILD,F,F,牛鬥,,OPEN,,,2019-04-03,2999-12-31,2019/03/27,2019/03/27,宜蘭縣流浪動物中途之家,,,2019/03/27,宜蘭縣五結鄉成興村利寶路60號,039602350
90840,LAABG108032705,17,76,高雄市燕巢動物保護關愛園區,狗,M,SMALL,黑色,CHILD,F,F,大里街,,OPEN,,,2019-03-27,2999-12-31,2019/03/27,2019/03/27,高雄市燕巢動物保護關愛園區,,,2019/03/27,高雄市燕巢區師大路100號,07-6051002
90839,1080295,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,棕色,CHILD,F,F,牛鬥,,OPEN,,,2019-04-03,2999-12-31,2019/03/27,2019/03/27,宜蘭縣流浪動物中途之家,,,2019/03/27,宜蘭縣五結鄉成興村利寶路60號,039602350
90834,1080294,5,78,宜蘭縣流浪動物中途之家,狗,F,SMALL,棕色,CHILD,F,F,牛鬥,,OPEN,,,2019-04-03,2999-12-31,2019/03/27,2019/03/27,宜蘭縣流浪動物中途之家,,,2019/03/27,宜蘭縣五結鄉成興村利寶路60號,039602350
90835,LAABG108032704,17,76,高雄市燕巢動物保護關愛園區,狗,F,SMALL,黑色,CHILD,F,F,大里街,,OPEN,,,2019-03-27,2999-12-31,2019/03/27,2019/03/27,高雄市燕巢動物保護關愛園區,,,2019/03/27,高雄市燕巢區師大路100號,07-6051002
90831,108032704,2,49,臺北市動物之家,狗,M,SMALL,棕色,ADULT,F,F,,,OPEN,(所內絕育),,,2999-12-31,,2019/03/27,臺北市動物之家,,,,臺北市內湖區潭美街852號,02-87913254
90830,1080292,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,黃色,CHILD,F,F,牛鬥,,OPEN,,,2019-04-03,2999-12-31,2019/03/27,2019/03/27,宜蘭縣流浪動物中途之家,,,2019/03/27,宜蘭縣五結鄉成興村利寶路60號,039602350
90827,1080291,5,78,宜蘭縣流浪動物中途之家,狗,M,SMALL,黑色,CHILD,F,F,牛鬥,,OPEN,,,2019-04-03,2999-12-31,2019/03/27,2019/03/27,宜蘭縣流浪動物中途之家,,,2019/03/27,宜蘭縣五結鄉成興村利寶路60號,039602350
